# This trace was obtained from trace.eas.asu.edu
# Sequence: Sony Demo
# Resolution: 1920x1088
# FPS: 30
# Encoder: JSVM (9.19.7)
# Encoding type: High (Level 4)
# GoP pattern: G16B3
# Quantization parameters (I,P,B): 48, 48, 51
# CGS base layer: 0
# Other: DQP 10, 3 EL
# Frame Time [s] Type Size [Byte] PSNR-Y [dB] PSNR-U [dB] PSNR-V [dB] VQM (if exists)
0;0;I;504;41.97382;188.1308;188.1308
1;0.03333;B;114;41.75004;188.1308;188.1308
2;0.06667;B;114;41.50988;188.1308;188.1308
3;0.1;B;114;41.15332;188.1308;188.1308
4;0.13333;P;114;40.64764;188.1308;188.1308
5;0.16667;B;116;41.09472;188.1308;188.1308
6;0.2;B;123;41.07181;188.1308;188.1308
7;0.23333;B;114;41.04158;188.1308;188.1308
8;0.26667;P;190;40.90972;188.1308;188.1308
9;0.3;B;115;41.03241;188.1308;188.1308
10;0.33333;B;118;40.85571;188.1308;188.1308
11;0.36667;B;114;40.46738;188.1308;188.1308
12;0.4;P;176;40.04355;188.1308;188.1308
13;0.43333;B;121;40.71928;188.1308;188.1308
14;0.46667;B;119;41.14364;188.1308;188.1308
15;0.5;B;114;41.06477;188.1308;188.1308
16;0.53333;I;668;40.8925;188.1308;188.1308
17;0.56667;B;114;40.59516;188.1308;188.1308
18;0.6;B;114;40.24479;188.1308;188.1308
19;0.63333;B;114;39.96373;188.1308;188.1308
20;0.66667;P;132;39.66854;188.1308;188.1308
21;0.7;B;126;40.58363;188.1308;188.1308
22;0.73333;B;124;40.58646;188.1308;188.1308
23;0.76667;B;114;40.53493;188.1308;188.1308
24;0.8;P;294;40.42636;188.1308;188.1308
25;0.83333;B;116;40.54966;188.1308;188.1308
26;0.86667;B;115;40.42502;188.1308;188.1308
27;0.9;B;114;40.0971;188.1308;188.1308
28;0.93333;P;174;39.64987;188.1308;188.1308
29;0.96667;B;122;40.58615;188.1308;188.1308
30;1;B;133;40.8319;188.1308;188.1308
31;1.03333;B;114;40.86151;188.1308;188.1308
32;1.06667;I;803;40.71309;188.1308;188.1308
33;1.1;B;114;40.58813;188.1308;188.1308
34;1.13333;B;114;40.31975;188.1308;188.1308
35;1.16667;B;114;40.00569;188.1308;188.1308
36;1.2;P;156;39.5841;188.1308;188.1308
37;1.23333;B;119;40.0937;188.1308;188.1308
