# This trace was obtained from trace.eas.asu.edu
# Sequence: Sony Demo
# Resolution: 1920x1088
# FPS: 30
# Encoder: JSVM (9.19.7)
# Encoding type: High (Level 4)
# GoP pattern: G16B3
# Quantization parameters (I,P,B): 38, 38, 41
# CGS enhancement layer: 1
# Other: DQP 10, 3 EL
# Frame Time [s] Type Size [Byte] PSNR-Y [dB] PSNR-U [dB] PSNR-V [dB] VQM (if exists)
0;0;I;388;42.01689;188.1308;188.1308
1;0.03333;B;130;42.03339;188.1308;188.1308
2;0.06667;B;128;42.01677;188.1308;188.1308
3;0.1;B;125;41.98767;188.1308;188.1308
4;0.13333;P;320;41.92695;188.1308;188.1308
5;0.16667;B;126;41.93086;188.1308;188.1308
6;0.2;B;141;41.89856;188.1308;188.1308
7;0.23333;B;125;41.89463;188.1308;188.1308
8;0.26667;P;385;41.85468;188.1308;188.1308
9;0.3;B;127;41.89921;188.1308;188.1308
10;0.33333;B;130;41.91135;188.1308;188.1308
11;0.36667;B;125;41.8789;188.1308;188.1308
12;0.4;P;475;41.8347;188.1308;188.1308
13;0.43333;B;125;41.90553;188.1308;188.1308
14;0.46667;B;128;42.31733;188.1308;188.1308
15;0.5;B;125;42.24755;188.1308;188.1308
16;0.53333;I;828;42.31318;188.1308;188.1308
17;0.56667;B;130;42.34953;188.1308;188.1308
18;0.6;B;137;42.33163;188.1308;188.1308
19;0.63333;B;125;42.31249;188.1308;188.1308
20;0.66667;P;364;42.25159;188.1308;188.1308
21;0.7;B;129;42.35647;188.1308;188.1308
22;0.73333;B;132;42.37531;188.1308;188.1308
23;0.76667;B;125;42.35285;188.1308;188.1308
24;0.8;P;510;42.30953;188.1308;188.1308
25;0.83333;B;127;42.36299;188.1308;188.1308
26;0.86667;B;128;42.37069;188.1308;188.1308
27;0.9;B;125;42.31115;188.1308;188.1308
28;0.93333;P;444;42.21088;188.1308;188.1308
29;0.96667;B;140;42.28506;188.1308;188.1308
30;1;B;134;42.28206;188.1308;188.1308
31;1.03333;B;125;42.16318;188.1308;188.1308
32;1.06667;I;943;42.07609;188.1308;188.1308
33;1.1;B;125;42.13216;188.1308;188.1308
34;1.13333;B;130;42.11829;188.1308;188.1308
35;1.16667;B;125;42.0801;188.1308;188.1308
36;1.2;P;461;41.9859;188.1308;188.1308
37;1.23333;B;130;42.06261;188.1308;188.1308
38;1.26667;B;129;42.07077;188.1308;188.1308
39;1.3;B;125;42.04855;188.1308;188.1308
40;1.33333;P;458;41.97732;188.1308;188.1308
41;1.36667;B;128;42.03705;188.1308;188.1308
42;1.4;B;148;41.9879;188.1308;188.1308
43;1.43333;B;127;41.99624;188.1308;188.1308
44;1.46667;P;508;41.94443;188.1308;188.1308
45;1.5;B;142;42.03397;188.1308;188.1308
46;1.53333;B;128;42.06082;188.1308;188.1308
47;1.56667;B;127;41.74669;188.1308;188.1308
48;1.6;I;1104;41.687;188.1308;188.1308
49;1.63333;B;125;41.69198;188.1308;188.1308
50;1.66667;B;128;41.69486;188.1308;188.1308
51;1.7;B;125;41.69555;188.1308;188.1308
52;1.73333;P;146;41.69474;188.1308;188.1308
53;1.76667;B;125;41.69476;188.1308;188.1308
54;1.8;B;128;41.69474;188.1308;188.1308
55;1.83333;B;125;41.69384;188.1308;188.1308
56;1.86667;P;136;41.69387;188.1308;188.1308
57;1.9;B;125;41.69381;188.1308;188.1308
58;1.93333;B;128;41.68763;188.1308;188.1308
59;1.96667;B;125;41.67692;188.1308;188.1308
60;2;P;136;41.67614;188.1308;188.1308
61;2.03333;B;128;41.74991;188.1308;188.1308
62;2.06667;B;128;42.08802;188.1308;188.1308
63;2.1;B;125;42.08195;188.1308;188.1308
64;2.13333;I;1116;42.17064;188.1308;188.1308
65;2.16667;B;125;42.17178;188.1308;188.1308
66;2.2;B;128;42.17144;188.1308;188.1308
67;2.23333;B;125;42.17214;188.1308;188.1308
68;2.26667;P;138;42.17169;188.1308;188.1308
69;2.3;B;125;42.17208;188.1308;188.1308
70;2.33333;B;128;42.17164;188.1308;188.1308
71;2.36667;B;125;42.1717;188.1308;188.1308
72;2.4;P;136;42.17341;188.1308;188.1308
73;2.43333;B;125;42.17239;188.1308;188.1308
74;2.46667;B;128;42.17039;188.1308;188.1308
75;2.5;B;125;42.16931;188.1308;188.1308
76;2.53333;P;136;42.16957;188.1308;188.1308
77;2.56667;B;125;42.1712;188.1308;188.1308
78;2.6;B;128;42.17684;188.1308;188.1308
79;2.63333;B;125;42.16987;188.1308;188.1308
80;2.66667;I;1104;42.15187;188.1308;188.1308
81;2.7;B;125;42.15259;188.1308;188.1308
82;2.73333;B;128;42.15311;188.1308;188.1308
83;2.76667;B;125;42.15319;188.1308;188.1308
84;2.8;P;138;42.15316;188.1308;188.1308
85;2.83333;B;125;42.15272;188.1308;188.1308
