0;0;I;1253;71.29501;188.1308;188.1308
1;0.03333;B;225;66.44936;188.1308;188.1308
2;0.06667;B;272;66.46932;188.1308;188.1308
3;0.1;B;204;66.38822;188.1308;188.1308
4;0.13333;P;1263;68.64351;188.1308;188.1308
5;0.16667;B;142;66.70926;188.1308;188.1308
6;0.2;B;331;66.48248;188.1308;188.1308
7;0.23333;B;135;67.04973;188.1308;188.1308
8;0.26667;P;1439;67.75639;188.1308;188.1308
9;0.3;B;192;65.99132;188.1308;188.1308
10;0.33333;B;191;66.07309;188.1308;188.1308
11;0.36667;B;150;66.18403;188.1308;188.1308
12;0.4;P;1724;67.20261;188.1308;188.1308
13;0.43333;B;138;66.12636;188.1308;188.1308
14;0.46667;B;399;65.85031;188.1308;188.1308
15;0.5;B;227;65.23274;188.1308;188.1308
16;0.53333;I;2649;66.90962;188.1308;188.1308
17;0.56667;B;140;65.63533;188.1308;188.1308
18;0.6;B;265;65.41433;188.1308;188.1308
19;0.63333;B;138;65.89927;188.1308;188.1308
20;0.66667;P;1745;66.57473;188.1308;188.1308
21;0.7;B;188;65.27452;188.1308;188.1308
22;0.73333;B;220;65.35944;188.1308;188.1308
23;0.76667;B;147;65.39588;188.1308;188.1308
24;0.8;P;1939;66.26192;188.1308;188.1308
25;0.83333;B;142;65.65187;188.1308;188.1308
26;0.86667;B;469;65.26239;188.1308;188.1308
27;0.9;B;259;64.90897;188.1308;188.1308
28;0.93333;P;1996;66.07296;188.1308;188.1308
29;0.96667;B;211;64.98514;188.1308;188.1308
30;1;B;407;65.2941;188.1308;188.1308
31;1.03333;B;141;65.64158;188.1308;188.1308
32;1.06667;I;3264;65.79797;188.1308;188.1308
33;1.1;B;156;65.04359;188.1308;188.1308
34;1.13333;B;186;65.08214;188.1308;188.1308
35;1.16667;B;165;64.86363;188.1308;188.1308
36;1.2;P;2014;65.61557;188.1308;188.1308
37;1.23333;B;172;65.21033;188.1308;188.1308
38;1.26667;B;300;64.85879;188.1308;188.1308
39;1.3;B;233;64.741;188.1308;188.1308
40;1.33333;P;1806;65.55705;188.1308;188.1308
41;1.36667;B;205;64.94835;188.1308;188.1308
42;1.4;B;532;64.45813;188.1308;188.1308
43;1.43333;B;200;65.14371;188.1308;188.1308
44;1.46667;P;2042;65.12847;188.1308;188.1308
45;1.5;B;207;64.48456;188.1308;188.1308
46;1.53333;B;202;64.82765;188.1308;188.1308
47;1.56667;B;161;64.47074;188.1308;188.1308
48;1.6;I;3581;65.63981;188.1308;188.1308
49;1.63333;B;145;65.97675;188.1308;188.1308
50;1.66667;B;150;65.99618;188.1308;188.1308
51;1.7;B;134;65.89952;188.1308;188.1308
52;1.73333;P;241;65.92894;188.1308;188.1308
53;1.76667;B;132;65.92856;188.1308;188.1308
54;1.8;B;135;65.94144;188.1308;188.1308
55;1.83333;B;132;65.86607;188.1308;188.1308
56;1.86667;P;163;65.87665;188.1308;188.1308
57;1.9;B;143;65.84201;188.1308;188.1308
58;1.93333;B;208;64.84737;188.1308;188.1308
59;1.96667;B;153;64.81397;188.1308;188.1308
60;2;P;413;64.89801;188.1308;188.1308
61;2.03333;B;166;66.2137;188.1308;188.1308
62;2.06667;B;156;66.40466;188.1308;188.1308
63;2.1;B;147;66.32737;188.1308;188.1308
64;2.13333;I;3482;64.6354;188.1308;188.1308
65;2.16667;B;145;65.51969;188.1308;188.1308
66;2.2;B;152;65.58469;188.1308;188.1308
67;2.23333;B;137;65.50845;188.1308;188.1308
68;2.26667;P;241;65.67084;188.1308;188.1308
69;2.3;B;137;65.5088;188.1308;188.1308
70;2.33333;B;148;65.57317;188.1308;188.1308
71;2.36667;B;149;65.41859;188.1308;188.1308
72;2.4;P;267;65.44164;188.1308;188.1308
73;2.43333;B;144;65.70617;188.1308;188.1308
74;2.46667;B;162;65.66016;188.1308;188.1308
75;2.5;B;138;65.63344;188.1308;188.1308
76;2.53333;P;223;65.44706;188.1308;188.1308
77;2.56667;B;157;66.17521;188.1308;188.1308
78;2.6;B;153;66.33512;188.1308;188.1308
79;2.63333;B;153;66.19824;188.1308;188.1308
80;2.66667;I;3515;65.02235;188.1308;188.1308
81;2.7;B;146;65.57608;188.1308;188.1308
82;2.73333;B;161;65.93954;188.1308;188.1308
83;2.76667;B;138;65.61287;188.1308;188.1308
84;2.8;P;248;65.47412;188.1308;188.1308
85;2.83333;B;138;65.63875;188.1308;188.1308
86;2.86667;B;148;65.5994;188.1308;188.1308
87;2.9;B;165;64.99601;188.1308;188.1308
88;2.93333;P;183;65.13603;188.1308;188.1308
89;2.96667;B;138;65.30905;188.1308;188.1308
90;3;B;140;65.28571;188.1308;188.1308
91;3.03333;B;137;65.30763;188.1308;188.1308
92;3.06667;P;176;65.38618;188.1308;188.1308
93;3.1;B;152;66.19663;188.1308;188.1308
94;3.13333;B;148;66.34039;188.1308;188.1308
95;3.16667;B;150;66.25947;188.1308;188.1308
96;3.2;I;3532;65.48447;188.1308;188.1308
97;3.23333;B;144;66.11871;188.1308;188.1308
98;3.26667;B;157;66.18096;188.1308;188.1308
99;3.3;B;137;66.11805;188.1308;188.1308
100;3.33333;P;218;65.79577;188.1308;188.1308
101;3.36667;B;176;65.56504;188.1308;188.1308
102;3.4;B;141;65.94106;188.1308;188.1308
103;3.43333;B;135;65.95386;188.1308;188.1308
104;3.46667;P;194;66.02356;188.1308;188.1308
105;3.5;B;135;65.963;188.1308;188.1308
106;3.53333;B;136;65.97102;188.1308;188.1308
107;3.56667;B;135;65.96618;188.1308;188.1308
108;3.6;P;160;65.97459;188.1308;188.1308
109;3.63333;B;145;66.2303;188.1308;188.1308
110;3.66667;B;148;66.32033;188.1308;188.1308
111;3.7;B;154;66.19542;188.1308;188.1308
112;3.73333;I;3502;65.38307;188.1308;188.1308
113;3.76667;B;147;66.07557;188.1308;188.1308
114;3.8;B;154;66.11449;188.1308;188.1308
115;3.83333;B;143;65.50365;188.1308;188.1308
116;3.86667;P;303;65.44378;188.1308;188.1308
117;3.9;B;142;65.29181;188.1308;188.1308
118;3.93333;B;155;65.30709;188.1308;188.1308
119;3.96667;B;138;65.3037;188.1308;188.1308
120;4;P;208;65.35523;188.1308;188.1308
121;4.03333;B;137;65.42027;188.1308;188.1308
122;4.06667;B;147;65.4697;188.1308;188.1308
123;4.1;B;136;65.41366;188.1308;188.1308
124;4.13333;P;166;65.43342;188.1308;188.1308
125;4.16667;B;150;66.33762;188.1308;188.1308
126;4.2;B;147;66.47876;188.1308;188.1308
127;4.23333;B;150;66.37199;188.1308;188.1308
128;4.26667;I;3496;65.44254;188.1308;188.1308
129;4.3;B;156;66.21047;188.1308;188.1308
130;4.33333;B;212;65.76882;188.1308;188.1308
131;4.36667;B;141;66.05773;188.1308;188.1308
132;4.4;P;230;66.03932;188.1308;188.1308
133;4.43333;B;135;66.08693;188.1308;188.1308
134;4.46667;B;138;66.02833;188.1308;188.1308
135;4.5;B;134;66.06111;188.1308;188.1308
136;4.53333;P;161;66.02369;188.1308;188.1308
137;4.56667;B;134;66.06124;188.1308;188.1308
138;4.6;B;137;66.01004;188.1308;188.1308
139;4.63333;B;134;66.0654;188.1308;188.1308
140;4.66667;P;159;66.06605;188.1308;188.1308
141;4.7;B;136;66.20643;188.1308;188.1308
142;4.73333;B;157;66.28458;188.1308;188.1308
143;4.76667;B;164;66.06683;188.1308;188.1308
144;4.8;I;3514;65.4578;188.1308;188.1308
145;4.83333;B;148;66.15337;188.1308;188.1308
146;4.86667;B;167;65.96466;188.1308;188.1308
147;4.9;B;139;65.86408;188.1308;188.1308
148;4.93333;P;348;65.96924;188.1308;188.1308
149;4.96667;B;136;66.00388;188.1308;188.1308
150;5;B;145;66.0264;188.1308;188.1308
151;5.03333;B;132;66.00568;188.1308;188.1308
152;5.06667;P;172;66.01557;188.1308;188.1308
153;5.1;B;149;66.0076;188.1308;188.1308
154;5.13333;B;327;64.33152;188.1308;188.1308
155;5.16667;B;181;64.46092;188.1308;188.1308
156;5.2;P;1588;65.52911;188.1308;188.1308
157;5.23333;B;147;64.74033;188.1308;188.1308
158;5.26667;B;310;64.6073;188.1308;188.1308
159;5.3;B;220;64.61587;188.1308;188.1308
160;5.33333;I;3608;65.22425;188.1308;188.1308
161;5.36667;B;176;64.73813;188.1308;188.1308
162;5.4;B;404;64.7086;188.1308;188.1308
163;5.43333;B;170;64.85899;188.1308;188.1308
164;5.46667;P;1758;65.40314;188.1308;188.1308
165;5.5;B;157;65.1645;188.1308;188.1308
166;5.53333;B;172;65.06804;188.1308;188.1308
167;5.56667;B;166;65.05162;188.1308;188.1308
168;5.6;P;2005;65.15647;188.1308;188.1308
169;5.63333;B;160;64.88897;188.1308;188.1308
170;5.66667;B;410;64.31513;188.1308;188.1308
171;5.7;B;151;64.66755;188.1308;188.1308
172;5.73333;P;2009;65.53994;188.1308;188.1308
173;5.76667;B;226;64.97743;188.1308;188.1308
174;5.8;B;327;65.3443;188.1308;188.1308
175;5.83333;B;161;65.45078;188.1308;188.1308
176;5.86667;I;3220;65.69373;188.1308;188.1308
177;5.9;B;148;65.50926;188.1308;188.1308
178;5.93333;B;175;65.46323;188.1308;188.1308
179;5.96667;B;155;65.15615;188.1308;188.1308
180;6;P;1855;66.00118;188.1308;188.1308
181;6.03333;B;138;65.51418;188.1308;188.1308
182;6.06667;B;188;65.32417;188.1308;188.1308
183;6.1;B;163;65.0866;188.1308;188.1308
184;6.13333;P;1777;65.93525;188.1308;188.1308
185;6.16667;B;172;65.05895;188.1308;188.1308
186;6.2;B;367;65.27648;188.1308;188.1308
187;6.23333;B;149;65.38641;188.1308;188.1308
188;6.26667;P;1835;66.38808;188.1308;188.1308
189;6.3;B;186;65.26639;188.1308;188.1308
190;6.33333;B;238;65.5449;188.1308;188.1308
191;6.36667;B;160;65.44243;188.1308;188.1308
192;6.4;I;2223;67.31119;188.1308;188.1308
193;6.43333;B;135;66.54178;188.1308;188.1308
194;6.46667;B;275;66.09348;188.1308;188.1308
195;6.5;B;158;66.13561;188.1308;188.1308
196;6.53333;P;1382;67.94849;188.1308;188.1308
197;6.56667;B;167;66.04877;188.1308;188.1308
198;6.6;B;483;67.00538;188.1308;188.1308
199;6.63333;B;136;67.44861;188.1308;188.1308
200;6.66667;P;1048;69.01482;188.1308;188.1308
201;6.7;B;139;68.50686;188.1308;188.1308
202;6.73333;B;444;70.06378;188.1308;188.1308
203;6.76667;B;217;80.12866;188.1308;188.1308
204;6.8;P;563;69.97193;188.1308;188.1308
205;6.83333;B;162;64.80276;188.1308;188.1308
206;6.86667;B;679;62.71521;188.1308;188.1308
207;6.9;B;335;62.01276;188.1308;188.1308
208;6.93333;I;4329;64.1191;188.1308;188.1308
209;6.96667;B;160;62.40246;188.1308;188.1308
210;7;B;816;61.51086;188.1308;188.1308
211;7.03333;B;146;62.14205;188.1308;188.1308
212;7.06667;P;5272;62.80675;188.1308;188.1308
213;7.1;B;212;61.15365;188.1308;188.1308
214;7.13333;B;816;60.86321;188.1308;188.1308
215;7.16667;B;194;60.77288;188.1308;188.1308
216;7.2;P;6582;62.19902;188.1308;188.1308
217;7.23333;B;156;61.08864;188.1308;188.1308
218;7.26667;B;509;60.8075;188.1308;188.1308
219;7.3;B;325;60.43374;188.1308;188.1308
220;7.33333;P;5906;61.8747;188.1308;188.1308
221;7.36667;B;190;60.46582;188.1308;188.1308
222;7.4;B;1063;60.38564;188.1308;188.1308
223;7.43333;B;134;61.18806;188.1308;188.1308
224;7.46667;I;9595;61.76326;188.1308;188.1308
225;7.5;B;296;60.09129;188.1308;188.1308
226;7.53333;B;817;59.98007;188.1308;188.1308
227;7.56667;B;553;59.91007;188.1308;188.1308
228;7.6;P;7461;61.0968;188.1308;188.1308
229;7.63333;B;375;60.02775;188.1308;188.1308
230;7.66667;B;1299;59.55708;188.1308;188.1308
231;7.7;B;976;59.84569;188.1308;188.1308
232;7.73333;P;7563;60.79255;188.1308;188.1308
233;7.76667;B;163;60.1708;188.1308;188.1308
234;7.8;B;690;59.92246;188.1308;188.1308
235;7.83333;B;135;60.51055;188.1308;188.1308
236;7.86667;P;6607;61.14529;188.1308;188.1308
237;7.9;B;205;59.9863;188.1308;188.1308
238;7.93333;B;145;60.19435;188.1308;188.1308
239;7.96667;B;169;59.20449;188.1308;188.1308
240;8;I;12704;60.69584;188.1308;188.1308
241;8.03333;B;191;60.03463;188.1308;188.1308
242;8.06667;B;1260;59.74178;188.1308;188.1308
243;8.1;B;164;59.78791;188.1308;188.1308
244;8.13333;P;7166;59.86491;188.1308;188.1308
245;8.16667;B;283;59.53755;188.1308;188.1308
246;8.2;B;619;59.62843;188.1308;188.1308
247;8.23333;B;133;60.06768;188.1308;188.1308
248;8.26667;P;6786;60.81573;188.1308;188.1308
249;8.3;B;190;59.78644;188.1308;188.1308
250;8.33333;B;175;59.75311;188.1308;188.1308
251;8.36667;B;207;59.60046;188.1308;188.1308
252;8.4;P;7548;60.12408;188.1308;188.1308
253;8.43333;B;193;60.8736;188.1308;188.1308
254;8.46667;B;331;60.4799;188.1308;188.1308
255;8.5;B;151;60.73862;188.1308;188.1308
256;8.53333;I;13035;58.18009;188.1308;188.1308
257;8.56667;B;145;60.7437;188.1308;188.1308
258;8.6;B;170;60.73797;188.1308;188.1308
259;8.63333;B;157;60.17707;188.1308;188.1308
260;8.66667;P;1841;59.83287;188.1308;188.1308
261;8.7;B;202;58.53102;188.1308;188.1308
262;8.73333;B;251;58.53806;188.1308;188.1308
263;8.76667;B;146;58.54602;188.1308;188.1308
264;8.8;P;1550;59.27669;188.1308;188.1308
265;8.83333;B;156;59.91904;188.1308;188.1308
266;8.86667;B;194;59.9304;188.1308;188.1308
267;8.9;B;141;59.92743;188.1308;188.1308
268;8.93333;P;309;58.48265;188.1308;188.1308
269;8.96667;B;207;59.43168;188.1308;188.1308
270;9;B;185;59.54044;188.1308;188.1308
271;9.03333;B;191;59.45401;188.1308;188.1308
272;9.06667;I;12918;56.86727;188.1308;188.1308
273;9.1;B;179;59.19259;188.1308;188.1308
274;9.13333;B;401;58.75045;188.1308;188.1308
275;9.16667;B;146;60.34392;188.1308;188.1308
276;9.2;P;376;60.3644;188.1308;188.1308
277;9.23333;B;135;60.37471;188.1308;188.1308
278;9.26667;B;146;60.37843;188.1308;188.1308
279;9.3;B;134;60.34622;188.1308;188.1308
280;9.33333;P;157;60.34294;188.1308;188.1308
